drg,drgnum,drgweight,drgdesc,drgsys,drgvers,glos,trim,low,alos,postacute,specialpay,mdc,medsurg,fydate,fyear,mdcdesc
536,536,0.7146,536: FRACTURES OF HIP & PELVIS W/O MCC,MS-DRG,30,3.099999905,0,,3.5,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
537,537,0.8638,"537: SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",MS-DRG,30,3.400000095,0,,4,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
538,538,0.6405,"538: SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",MS-DRG,30,2.400000095,0,,2.799999952,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
539,539,1.9982,539: OSTEOMYELITIS W MCC,MS-DRG,30,6.599999905,0,,8.699999809,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
540,540,1.2692,540: OSTEOMYELITIS W CC,MS-DRG,30,5,0,,6.099999905,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
541,541,0.977,541: OSTEOMYELITIS W/O CC/MCC,MS-DRG,30,3.799999952,0,,4.800000191,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
542,542,2.0293,542: PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,MS-DRG,30,6.300000191,0,,8.199999809,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
543,543,1.1749,543: PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,MS-DRG,30,4.300000191,0,,5.400000095,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
544,544,0.8012,544: PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,MS-DRG,30,3.299999952,0,,3.900000095,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
545,545,2.4785,545: CONNECTIVE TISSUE DISORDERS W MCC,MS-DRG,30,6.099999905,0,,8.699999809,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
546,546,1.1767,546: CONNECTIVE TISSUE DISORDERS W CC,MS-DRG,30,4.099999905,0,,5.199999809,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
547,547,0.7581,547: CONNECTIVE TISSUE DISORDERS W/O CC/MCC,MS-DRG,30,2.900000095,0,,3.5,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
548,548,1.7465,548: SEPTIC ARTHRITIS W MCC,MS-DRG,30,5.800000191,0,,7.599999905,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
549,549,1.1683,549: SEPTIC ARTHRITIS W CC,MS-DRG,30,4.599999905,0,,5.599999905,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
550,550,0.7723,550: SEPTIC ARTHRITIS W/O CC/MCC,MS-DRG,30,3.099999905,0,,3.799999952,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
551,551,1.6345,551: MEDICAL BACK PROBLEMS W MCC,MS-DRG,30,5,0,,6.400000095,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
552,552,0.8533,552: MEDICAL BACK PROBLEMS W/O MCC,MS-DRG,30,3.200000048,0,,3.900000095,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
553,553,1.2087,553: BONE DISEASES & ARTHROPATHIES W MCC,MS-DRG,30,4.300000191,0,,5.599999905,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
554,554,0.6916,554: BONE DISEASES & ARTHROPATHIES W/O MCC,MS-DRG,30,2.900000095,0,,3.599999905,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
555,555,1.2348,555: SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,MS-DRG,30,3.799999952,0,,5.099999905,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
556,556,0.7039,556: SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,MS-DRG,30,2.599999905,0,,3.200000048,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
557,557,1.5613,"557: TENDONITIS, MYOSITIS & BURSITIS W MCC",MS-DRG,30,5.199999809,0,,6.5,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
558,558,0.8594,"558: TENDONITIS, MYOSITIS & BURSITIS W/O MCC",MS-DRG,30,3.5,0,,4.099999905,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
559,559,1.8741,"559: AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",MS-DRG,30,5.199999809,0,,7,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
560,560,1.03,"560: AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",MS-DRG,30,3.5,0,,4.400000095,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
561,561,0.6115,"561: AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",MS-DRG,30,2,0,,2.5,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
562,562,1.3989,"562: FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",MS-DRG,30,4.400000095,0,,5.599999905,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
563,563,0.7463,"563: FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MS-DRG,30,3,0,,3.5,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
564,564,1.4459,564: OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,MS-DRG,30,4.699999809,0,,6.199999809,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
565,565,0.9386,565: OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,MS-DRG,30,3.599999905,0,,4.5,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
566,566,0.6786,566: OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,MS-DRG,30,2.599999905,0,,3.200000048,No,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
567,567,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
568,568,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
569,569,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
570,570,2.4688,570: SKIN DEBRIDEMENT W MCC,MS-DRG,30,7.5,0,,9.899999619,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
571,571,1.4969,571: SKIN DEBRIDEMENT W CC,MS-DRG,30,5.5,0,,6.699999809,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
572,572,1.0036,572: SKIN DEBRIDEMENT W/O CC/MCC,MS-DRG,30,3.900000095,0,,4.699999809,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
573,573,3.5637,573: SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,MS-DRG,30,8.600000381,0,,13,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
574,574,2.4469,574: SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,MS-DRG,30,7.199999809,0,,9.5,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
575,575,1.3266,575: SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,MS-DRG,30,4,0,,5.300000191,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
576,576,4.2457,576: SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,MS-DRG,30,8.5,0,,12.89999962,No,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
577,577,1.8963,577: SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,MS-DRG,30,3.900000095,0,,5.800000191,No,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
578,578,1.1312,578: SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,MS-DRG,30,2.299999952,0,,3.200000048,No,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
579,579,2.7186,"579: OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",MS-DRG,30,7.300000191,0,,9.600000381,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
580,580,1.4875,"580: OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",MS-DRG,30,3.700000048,0,,5.099999905,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
581,581,0.9916,"581: OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",MS-DRG,30,2,0,,2.5,Yes,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
582,582,1.1283,582: MASTECTOMY FOR MALIGNANCY W CC/MCC,MS-DRG,30,2,0,,2.700000048,No,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
583,583,0.8992,583: MASTECTOMY FOR MALIGNANCY W/O CC/MCC,MS-DRG,30,1.5,0,,1.700000048,No,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
584,584,1.655,"584: BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC",MS-DRG,30,3.700000048,0,,5.300000191,No,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
585,585,1.1381,"585: BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC",MS-DRG,30,1.799999952,0,,2.200000048,No,No,9,SURG,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
586,586,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
587,587,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
588,588,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
589,589,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
590,590,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
591,591,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
592,592,1.4632,592: SKIN ULCERS W MCC,MS-DRG,30,5.300000191,0,,6.900000095,Yes,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
593,593,0.9912,593: SKIN ULCERS W CC,MS-DRG,30,4.400000095,0,,5.300000191,Yes,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
594,594,0.6782,594: SKIN ULCERS W/O CC/MCC,MS-DRG,30,3.200000048,0,,3.900000095,Yes,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
595,595,1.8803,595: MAJOR SKIN DISORDERS W MCC,MS-DRG,30,5.900000095,0,,7.699999809,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
596,596,0.888,596: MAJOR SKIN DISORDERS W/O MCC,MS-DRG,30,3.599999905,0,,4.5,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
597,597,1.6026,597: MALIGNANT BREAST DISORDERS W MCC,MS-DRG,30,5.400000095,0,,7.199999809,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
598,598,1.228,598: MALIGNANT BREAST DISORDERS W CC,MS-DRG,30,4.099999905,0,,5.5,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
599,599,0.665,599: MALIGNANT BREAST DISORDERS W/O CC/MCC,MS-DRG,30,2.299999952,0,,3.099999905,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
600,600,0.9968,600: NON-MALIGNANT BREAST DISORDERS W CC/MCC,MS-DRG,30,4,0,,5,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
601,601,0.6247,601: NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,MS-DRG,30,3,0,,3.599999905,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
602,602,1.4883,602: CELLULITIS W MCC,MS-DRG,30,5.199999809,0,,6.5,Yes,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
603,603,0.8392,603: CELLULITIS W/O MCC,MS-DRG,30,3.599999905,0,,4.300000191,Yes,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
604,604,1.3297,"604: TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",MS-DRG,30,3.900000095,0,,5.300000191,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
605,605,0.7552,"605: TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",MS-DRG,30,2.599999905,0,,3.200000048,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
606,606,1.3936,606: MINOR SKIN DISORDERS W MCC,MS-DRG,30,4.199999809,0,,6,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
607,607,0.6892,607: MINOR SKIN DISORDERS W/O MCC,MS-DRG,30,2.799999952,0,,3.599999905,No,No,9,MED,10/1/2012,2013,"9: DISEASES & DISORDERS OF THE SKIN, SUBCUTANEOUS TISSUE & BREAST"
608,608,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
609,609,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
610,610,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
611,611,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
612,612,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
613,613,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
614,614,2.3998,614: ADRENAL & PITUITARY PROCEDURES W CC/MCC,MS-DRG,30,4.199999809,0,,5.699999809,No,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
615,615,1.4036,615: ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,MS-DRG,30,2.299999952,0,,2.700000048,No,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
616,616,4.3525,"616: AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC",MS-DRG,30,11.5,0,,14.10000038,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
617,617,1.9716,"617: AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",MS-DRG,30,6.199999809,0,,7.5,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
618,618,1.1287,"618: AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC",MS-DRG,30,4,0,,5,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
619,619,3.4876,619: O.R. PROCEDURES FOR OBESITY W MCC,MS-DRG,30,4.599999905,0,,7.300000191,No,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
620,620,1.8601,620: O.R. PROCEDURES FOR OBESITY W CC,MS-DRG,30,2.5,0,,3.099999905,No,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
621,621,1.5026,621: O.R. PROCEDURES FOR OBESITY W/O CC/MCC,MS-DRG,30,1.600000024,0,,1.899999976,No,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
622,622,3.5668,"622: SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",MS-DRG,30,9.699999809,0,,12.80000019,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
623,623,1.8221,"623: SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",MS-DRG,30,5.900000095,0,,7.300000191,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
624,624,0.9662,"624: SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC",MS-DRG,30,3.599999905,0,,4.400000095,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
625,625,2.3606,"625: THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",MS-DRG,30,4.400000095,0,,6.800000191,No,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
626,626,1.2163,"626: THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC",MS-DRG,30,2,0,,2.900000095,No,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
627,627,0.8217,"627: THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",MS-DRG,30,1.200000048,0,,1.399999976,No,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
628,628,3.2936,"628: OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC",MS-DRG,30,6.800000191,0,,10,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
629,629,2.144,"629: OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",MS-DRG,30,6.099999905,0,,7.400000095,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
630,630,1.2266,"630: OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC",MS-DRG,30,3.099999905,0,,4.099999905,Yes,No,10,SURG,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
631,631,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
632,632,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
633,633,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
634,634,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
635,635,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
636,636,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
637,637,1.407,637: DIABETES W MCC,MS-DRG,30,4.300000191,0,,5.699999809,Yes,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
638,638,0.8218,638: DIABETES W CC,MS-DRG,30,3.099999905,0,,3.799999952,Yes,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
639,639,0.5558,639: DIABETES W/O CC/MCC,MS-DRG,30,2.200000048,0,,2.700000048,Yes,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
640,640,1.1076,"640: MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",MS-DRG,30,3.400000095,0,,4.699999809,Yes,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
641,641,0.692,"641: MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",MS-DRG,30,2.700000048,0,,3.400000095,Yes,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
642,642,1.1233,642: INBORN AND OTHER DISORDERS OF METABOLISM,MS-DRG,30,3.299999952,0,,4.599999905,No,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
643,643,1.7094,643: ENDOCRINE DISORDERS W MCC,MS-DRG,30,5.699999809,0,,7.099999905,Yes,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
644,644,1.0508,644: ENDOCRINE DISORDERS W CC,MS-DRG,30,4,0,,4.900000095,Yes,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
645,645,0.7233,645: ENDOCRINE DISORDERS W/O CC/MCC,MS-DRG,30,2.799999952,0,,3.400000095,Yes,No,10,MED,10/1/2012,2013,"10: ENDOCRINE, NUTRITIONAL & METABOLIC DISEASES & DISORDERS"
646,646,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
647,647,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
648,648,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
649,649,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
650,650,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
651,651,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
652,652,3.0825,652: KIDNEY TRANSPLANT,MS-DRG,30,6,0,,7,No,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
653,653,6.1649,653: MAJOR BLADDER PROCEDURES W MCC,MS-DRG,30,13.10000038,0,,16,Yes,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
654,654,3.1279,654: MAJOR BLADDER PROCEDURES W CC,MS-DRG,30,7.900000095,0,,9,Yes,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
655,655,2.0913,655: MAJOR BLADDER PROCEDURES W/O CC/MCC,MS-DRG,30,4.699999809,0,,5.599999905,Yes,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
656,656,3.5136,656: KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,MS-DRG,30,7.300000191,0,,9.5,No,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
657,657,1.9904,657: KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,MS-DRG,30,4.599999905,0,,5.400000095,No,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
658,658,1.4836,658: KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,MS-DRG,30,2.900000095,0,,3.200000048,No,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
659,659,3.5192,659: KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,MS-DRG,30,7.900000095,0,,10.80000019,Yes,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
660,660,1.8829,660: KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,MS-DRG,30,4.400000095,0,,5.800000191,Yes,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
661,661,1.3335,661: KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,MS-DRG,30,2.299999952,0,,2.900000095,Yes,No,11,SURG,10/1/2012,2013,11: DISEASES & DISORDERS OF THE KIDNEY & URINARY TRACT
